"id","user_id","time","X","Y","tagName","tagId"
14,1,1676932064953,1395,91,NULL,NULL
15,1,1676932066785,958,354,NULL,NULL
17,1,1676932081737,945,523,NULL,NULL
18,1,1676932090128,490,604,NULL,NULL
34,1,1676932122978,768,605,NULL,NULL
91,2,1676960368189,338,130,NULL,NULL
92,2,1676960372188,620,317,NULL,NULL
93,2,1676960373518,863,329,NULL,NULL
94,2,1676960376125,524,538,NULL,NULL
95,2,1676960379371,435,142,NULL,NULL
96,2,1676960380339,698,125,NULL,NULL
97,2,1676960383099,486,134,NULL,NULL
98,2,1676960386115,1090,226,NULL,NULL
99,2,1676960385795,1090,226,NULL,NULL
100,2,1676960386753,1090,226,NULL,NULL
101,2,1676960387091,1090,226,NULL,NULL
102,2,1676960387587,1086,230,NULL,NULL
103,2,1676960391073,1205,38,NULL,NULL
104,2,1676960392137,1183,204,NULL,NULL
105,2,1676960393250,713,518,NULL,NULL
106,2,1676960398221,641,584,NULL,NULL
107,2,1676960427091,851,743,NULL,NULL
108,2,1676960434403,467,147,NULL,NULL
109,2,1676960687369,1277,35,NULL,NULL
110,2,1676960688384,1218,112,NULL,NULL
111,2,1676960689587,656,349,NULL,NULL
112,2,1676960695367,664,398,NULL,NULL
113,2,1676960698330,704,503,NULL,NULL
114,3,1676939390915,880,25,NULL,NULL
115,3,1676939414598,356,127,NULL,NULL
116,3,1676939416755,176,127,NULL,NULL
117,3,1676939468310,296,154,NULL,NULL
118,3,1676939468614,288,145,NULL,NULL
119,3,1676939471562,169,148,NULL,NULL
120,3,1676939484426,288,157,NULL,NULL
121,3,1676939484794,286,151,NULL,NULL
122,3,1676939485963,132,136,NULL,NULL
123,3,1676939489155,167,140,NULL,NULL
124,3,1676939493210,612,331,NULL,NULL
125,3,1676939495082,628,211,NULL,NULL
126,3,1676939494683,281,220,NULL,NULL
127,3,1676939496730,1018,30,NULL,NULL
128,3,1676939503186,996,198,NULL,NULL
129,3,1676939503426,997,209,NULL,NULL
130,3,1676939504010,998,212,NULL,NULL
131,3,1676939504194,998,212,NULL,NULL
132,3,1676939504370,998,212,NULL,NULL
133,3,1676939505306,943,133,NULL,NULL
134,3,1676939504538,998,212,NULL,NULL
135,3,1676939505922,922,63,NULL,NULL
136,3,1676939507418,863,129,NULL,NULL
137,3,1676939512378,588,503,NULL,NULL
138,3,1676939518675,500,225,NULL,NULL
139,3,1676939527571,1004,298,NULL,NULL
140,3,1676939528563,1001,191,NULL,NULL
141,3,1676939532752,492,279,NULL,NULL
142,3,1676939533795,992,293,NULL,NULL
143,3,1676939536032,502,273,NULL,NULL
144,3,1676939537687,495,176,NULL,NULL
145,3,1676939543992,503,269,NULL,NULL
146,3,1676939547095,884,48,NULL,NULL
147,3,1676939563911,784,170,NULL,NULL
148,3,1676939564511,858,89,NULL,NULL
149,3,1676939564983,857,73,NULL,NULL
150,3,1676939565855,847,201,NULL,NULL
151,3,1676939566775,471,496,NULL,NULL
152,3,1676939608455,385,591,NULL,NULL
153,3,1676939611655,767,141,NULL,NULL
154,3,1676939623375,839,153,NULL,NULL
155,3,1676939625431,909,45,NULL,NULL
156,3,1676939626119,879,171,NULL,NULL
157,3,1676939632176,496,214,NULL,NULL
158,3,1676939631920,496,214,NULL,NULL
159,3,1676939633865,479,117,NULL,NULL
160,3,1676939635943,368,125,NULL,NULL
161,3,1676939636263,332,125,NULL,NULL
162,3,1676939638687,168,119,NULL,NULL
163,4,1676966619144,184,276,NULL,NULL
164,4,1676966620562,1621,525,NULL,NULL
165,4,1676966621815,181,638,NULL,NULL
166,4,1676966622626,177,507,NULL,NULL
167,4,1676966623484,156,386,NULL,NULL
168,4,1676966641214,465,97,NULL,NULL
169,4,1676966645113,425,355,NULL,NULL
170,4,1676966647454,1108,626,NULL,NULL
171,4,1676966649076,1108,626,NULL,NULL
172,4,1676966656255,1396,39,NULL,NULL
173,4,1676966659568,1362,208,NULL,NULL
174,4,1676966664185,779,614,NULL,NULL
175,4,1676966685548,796,507,NULL,NULL
176,4,1676966687767,893,758,NULL,NULL
177,4,1676966691268,818,132,NULL,NULL
178,4,1676966690026,637,132,NULL,NULL
179,4,1676966692577,521,139,NULL,NULL
180,2,1677155024416,777,151,NULL,NULL
181,2,1677155027866,974,143,NULL,NULL
182,2,1677155029949,1247,55,NULL,NULL
183,2,1677155032122,1212,55,NULL,NULL
184,2,1677155033738,1100,201,NULL,NULL
185,2,1677155035074,590,521,NULL,NULL
186,2,1677155038755,546,590,NULL,NULL
187,2,1677155078708,1103,583,NULL,NULL
188,2,1677155079166,733,765,NULL,NULL
189,2,1677155080382,1204,39,NULL,NULL
190,2,1677155081270,1078,121,NULL,NULL
191,2,1677155082350,561,390,NULL,NULL
192,2,1677155082783,564,352,NULL,NULL
193,2,1677155086996,551,428,NULL,NULL
194,2,1677155088429,571,504,NULL,NULL
195,2,1677155090997,1180,53,NULL,NULL
196,2,1677155091977,1154,139,NULL,NULL
197,2,1677155092725,1156,68,NULL,NULL
198,2,1677155093477,1145,175,NULL,NULL
199,2,1677155094589,1149,58,NULL,NULL
200,2,1677155095645,1128,286,NULL,NULL
201,5,1677155115235,979,141,NULL,NULL
202,5,1677155117171,562,619,NULL,NULL
203,5,1677155118563,409,133,NULL,NULL
204,5,1677155120796,241,637,NULL,NULL
205,5,1677155120371,246,646,NULL,NULL
206,5,1677155122515,1010,126,NULL,NULL
207,5,1677155124026,605,140,NULL,NULL
208,5,1677155126547,733,133,NULL,NULL
209,5,1677155127721,287,139,NULL,NULL
210,5,1677155129377,1246,65,NULL,NULL
211,5,1677155130594,1018,231,NULL,NULL
212,5,1677155130995,1013,226,NULL,NULL
213,5,1677155132377,1009,227,NULL,NULL
214,5,1677155133218,304,133,NULL,NULL
215,5,1677155135649,466,604,NULL,NULL
216,5,1677155138194,476,916,NULL,NULL
217,5,1677155140705,1268,61,NULL,NULL
218,5,1677155142194,1004,222,NULL,NULL
219,5,1677155142586,1004,222,NULL,NULL
220,5,1677155142978,1004,222,NULL,NULL
221,5,1677155143456,1011,223,NULL,NULL
222,5,1677155144121,1011,228,NULL,NULL
223,5,1677155143777,1011,225,NULL,NULL
224,5,1677155144729,912,53,NULL,NULL
225,5,1677155156216,1097,164,NULL,NULL
226,5,1677155155129,1097,32,NULL,NULL
227,5,1677155158570,166,626,NULL,NULL
228,5,1677155158024,551,611,NULL,NULL
229,5,1677155160416,1262,47,NULL,NULL
230,5,1677155161486,1001,218,NULL,NULL
231,5,1677155161784,1007,220,NULL,NULL
232,5,1677155162216,1014,234,NULL,NULL
233,5,1677155163626,884,528,NULL,NULL
234,5,1677155164311,1114,63,NULL,NULL
235,5,1677155168240,1000,76,NULL,NULL
236,5,1677155169440,1094,43,NULL,NULL
237,5,1677155169935,1104,92,NULL,NULL
238,5,1677155170856,623,357,NULL,NULL
239,5,1677155176085,595,417,NULL,NULL
240,5,1677155178502,631,516,NULL,NULL
241,5,1677155182799,1146,56,NULL,NULL
242,5,1677155184958,1135,146,NULL,NULL
243,5,1677155186407,743,143,NULL,NULL
244,5,1677155185966,773,156,NULL,NULL
245,5,1677155188686,730,156,NULL,NULL
246,5,1677155187423,622,140,NULL,NULL
247,5,1677155189214,968,156,NULL,NULL
248,5,1677155189581,975,132,NULL,NULL
249,6,1677155272441,256,411,NULL,NULL
250,6,1677155273401,263,542,NULL,NULL
251,6,1677155273938,266,533,NULL,NULL
252,6,1677155274263,266,533,NULL,NULL
253,6,1677155275167,213,153,NULL,NULL
254,6,1677155275865,206,136,NULL,NULL
255,6,1677155278273,1800,115,NULL,NULL
256,7,1677159505125,392,54,NULL,NULL
257,7,1677159519832,1288,145,NULL,NULL
258,7,1677159521188,1553,46,NULL,NULL
259,7,1677159533849,1462,54,NULL,NULL
260,7,1677159534836,1413,227,NULL,NULL
261,7,1677159543554,833,512,NULL,NULL
262,7,1677159547672,858,592,NULL,NULL
263,7,1677159560040,923,757,NULL,NULL
264,7,1677159563304,550,136,NULL,NULL
265,7,1677159844426,1394,59,NULL,NULL
266,7,1677159845918,1395,137,NULL,NULL
267,7,1677159846915,1427,60,NULL,NULL
268,7,1677159848634,1406,70,NULL,NULL
269,7,1677159850011,558,144,NULL,NULL
270,7,1677159863992,792,853,NULL,NULL
271,7,1677159866630,1443,889,NULL,NULL
272,7,1677159868562,738,908,NULL,NULL
273,7,1677159867774,437,888,NULL,NULL
274,7,1677159871703,803,481,NULL,NULL
275,7,1677159873747,1128,809,NULL,NULL
276,7,1677159873216,491,815,NULL,NULL
277,7,1677159874256,1478,799,NULL,NULL
278,7,1677159876337,697,131,NULL,NULL
279,7,1677159879435,1451,630,NULL,NULL
280,7,1677159880082,864,140,NULL,NULL
281,7,1677159882540,1107,133,NULL,NULL
282,7,1677159884572,1296,147,NULL,NULL
283,7,1677159889579,916,216,NULL,NULL
284,7,1677159891871,692,140,NULL,NULL
285,7,1677159894997,916,703,NULL,NULL
286,7,1677159940303,1445,50,NULL,NULL
287,7,1677159941163,1410,98,NULL,NULL
288,7,1677159942250,945,369,NULL,NULL
289,7,1677159953999,893,424,NULL,NULL
290,7,1677159961274,921,509,NULL,NULL
291,7,1677159976411,547,143,NULL,NULL
292,7,1677159986762,721,148,NULL,NULL
293,7,1677159989738,1568,43,NULL,NULL
294,7,1677159991980,1298,521,NULL,NULL
295,7,1677159996924,1496,51,NULL,NULL
296,7,1677160000326,1497,34,NULL,NULL
297,7,1677159998519,1434,212,NULL,NULL
298,7,1677160001825,1450,184,NULL,NULL
299,7,1677160003641,1484,48,NULL,NULL
300,7,1677160005320,1478,99,NULL,NULL
301,7,1677160006940,1484,40,NULL,NULL
302,7,1677160009232,1613,165,NULL,NULL
303,7,1677160009671,1572,59,NULL,NULL
304,7,1677160011703,1290,223,NULL,NULL
305,7,1677160014281,1474,58,NULL,NULL
306,7,1677160015446,1435,254,NULL,NULL
307,7,1677160016457,856,517,NULL,NULL
308,7,1677160022846,939,614,NULL,NULL
309,7,1677160067634,935,759,NULL,NULL
310,8,1677160720185,891,280,NULL,NULL
311,8,1677160721671,864,373,NULL,NULL
312,8,1677160732335,454,309,NULL,NULL
313,8,1677160742299,1082,58,NULL,NULL
314,8,1677160782850,529,260,NULL,NULL
315,8,1677160783044,529,257,NULL,NULL
316,8,1677160783247,529,257,NULL,NULL
317,8,1677160783453,529,257,NULL,NULL
318,8,1677160787793,980,62,NULL,NULL
319,8,1677160792865,968,47,NULL,NULL
320,8,1677160793888,910,220,NULL,NULL
321,9,1677161219888,1241,42,NULL,NULL
322,9,1677161221834,1208,210,NULL,NULL
323,9,1677161224538,647,421,NULL,NULL
324,9,1677161227237,634,501,NULL,NULL
325,9,1677161234347,720,659,NULL,NULL
326,9,1677161566733,362,679,NULL,NULL
327,9,1677161703394,643,523,NULL,NULL
328,9,1677161706733,756,666,NULL,NULL
329,6,1677162259344,1241,28,NULL,NULL
330,6,1677162262384,1177,203,NULL,NULL
331,6,1677162263833,701,491,NULL,NULL
332,6,1677162266648,567,515,NULL,NULL
333,6,1677162269599,608,589,NULL,NULL
334,6,1677162301487,1072,449,NULL,NULL
335,9,1677162404351,447,756,NULL,NULL
336,6,1677162475159,1356,392,NULL,NULL
337,6,1677162512128,660,607,NULL,NULL
338,6,1677162512271,660,607,NULL,NULL
339,6,1677162512416,660,607,NULL,NULL
340,6,1677162523087,246,638,NULL,NULL
341,6,1677162561455,759,604,NULL,NULL
342,6,1677162568191,671,752,NULL,NULL
343,6,1677162568838,1142,625,NULL,NULL
344,9,1677162568261,417,752,NULL,NULL
345,6,1677162676598,527,656,NULL,NULL
346,6,1677162680790,691,750,NULL,NULL
347,9,1677162855435,1260,47,NULL,NULL
348,9,1677162856639,1183,215,NULL,NULL
349,9,1677163265018,1058,328,NULL,NULL
350,9,1677163298156,478,644,NULL,NULL
351,9,1677163326526,514,758,NULL,NULL
352,9,1677163638702,277,627,NULL,NULL
353,9,1677163642555,1237,442,NULL,NULL
354,9,1677163646485,1229,558,NULL,NULL
355,9,1677163650309,934,592,NULL,NULL
356,9,1677163652770,1258,264,NULL,NULL
357,9,1677163655703,603,421,NULL,NULL
358,9,1677163663499,1229,336,NULL,NULL
359,9,1677163660959,1286,537,NULL,NULL
360,9,1677163664616,1229,336,NULL,NULL
361,9,1677163665247,1229,336,NULL,NULL
362,9,1677163665702,1229,336,NULL,NULL
363,9,1677163665890,1229,336,NULL,NULL
364,9,1677163667142,1229,336,NULL,NULL
365,9,1677163672912,1238,715,NULL,NULL
366,9,1677163675343,596,720,NULL,NULL
367,9,1677163684086,1092,134,NULL,NULL
368,9,1677163680844,642,136,NULL,NULL
369,9,1677163687584,498,122,NULL,NULL
370,9,1677163693611,1210,54,NULL,NULL
371,9,1677163695164,1186,139,NULL,NULL
372,6,1677164985222,668,140,NULL,NULL
373,6,1677164990030,1210,30,NULL,NULL
374,6,1677164993151,780,277,NULL,NULL
375,6,1677164992096,668,363,NULL,NULL
376,6,1677164993975,707,363,NULL,NULL
377,6,1677164997751,655,417,NULL,NULL
378,6,1677165000168,708,506,NULL,NULL
379,6,1677165568630,540,153,NULL,NULL
380,6,1677165569366,628,143,NULL,NULL
381,10,1677165623771,361,129,NULL,NULL
382,10,1677165624899,500,129,NULL,NULL
383,10,1677165628467,873,126,NULL,NULL
384,10,1677165631002,1115,131,NULL,NULL
385,10,1677165635099,616,626,NULL,NULL
386,10,1677165639043,870,516,NULL,NULL
387,10,1677165639891,1198,516,NULL,NULL
388,10,1677165640508,1016,517,NULL,NULL
389,10,1677165641091,648,517,NULL,NULL
390,10,1677165642643,720,251,NULL,NULL
391,10,1677165644626,1353,50,NULL,NULL
392,10,1677165647395,1231,37,NULL,NULL
393,12,1677165652068,697,134,NULL,NULL
394,10,1677165650954,1245,52,NULL,NULL
395,10,1677165649811,1203,173,NULL,NULL
396,10,1677165654571,1227,385,NULL,NULL
397,10,1677165653010,1361,64,NULL,NULL
398,10,1677165652514,1361,167,NULL,NULL
399,10,1677165655363,1264,54,NULL,NULL
400,10,1677165656547,1212,149,NULL,NULL
401,11,1677165653734,1016,64,NULL,NULL
402,12,1677165659796,747,608,NULL,NULL
403,11,1677165664478,733,274,NULL,NULL
404,11,1677165667909,567,190,NULL,NULL
405,11,1677165669694,95,47,NULL,NULL
406,11,1677165668446,108,136,NULL,NULL
407,12,1677165676378,1436,507,NULL,NULL
408,12,1677165680115,449,423,NULL,NULL
409,12,1677165678306,714,134,NULL,NULL
410,11,1677165682703,147,140,NULL,NULL
411,12,1677165683913,648,147,NULL,NULL
412,12,1677165689489,559,129,NULL,NULL
413,12,1677165698748,774,496,NULL,NULL
414,12,1677165699858,685,503,NULL,NULL
415,12,1677165700453,759,392,NULL,NULL
416,12,1677165704034,1526,38,NULL,NULL
417,12,1677165705011,1557,40,NULL,NULL
418,12,1677165717187,737,128,NULL,NULL
419,12,1677165721626,780,606,NULL,NULL
420,12,1677165728427,437,556,NULL,NULL
421,12,1677165730946,419,48,NULL,NULL
422,12,1677165738470,538,401,NULL,NULL
423,12,1677165743114,1486,50,NULL,NULL
424,12,1677165751387,825,474,NULL,NULL
425,12,1677165753130,1573,524,NULL,NULL
426,12,1677165754562,1445,59,NULL,NULL
427,12,1677165756978,1433,211,NULL,NULL
428,12,1677165818531,925,755,NULL,NULL
429,14,1677165891360,1263,352,NULL,NULL
430,14,1677165890556,1280,391,NULL,NULL
431,14,1677165898869,1216,621,NULL,NULL
432,14,1677165902020,1348,49,NULL,NULL
433,14,1677165907045,217,59,NULL,NULL
434,14,1677165914532,459,136,NULL,NULL
435,14,1677165916358,846,133,NULL,NULL
436,14,1677165915554,688,145,NULL,NULL
437,14,1677165917781,1276,55,NULL,NULL
438,14,1677165917075,1079,140,NULL,NULL
439,14,1677165919783,1211,205,NULL,NULL
440,14,1677165921079,788,383,NULL,NULL
441,14,1677165922011,813,328,NULL,NULL
442,15,1677165940102,887,626,NULL,NULL
443,15,1677165938226,352,624,NULL,NULL
444,15,1677165944534,402,583,NULL,NULL
445,15,1677165942687,1296,567,NULL,NULL
446,15,1677165946659,1356,38,NULL,NULL
447,14,1677165946279,808,485,NULL,NULL
448,14,1677165947220,745,619,NULL,NULL
449,14,1677165948663,770,536,NULL,NULL
450,15,1677165955700,1112,125,NULL,NULL
451,15,1677165965862,856,129,NULL,NULL
452,15,1677165970743,372,148,NULL,NULL
453,4,1677165977889,1363,62,NULL,NULL
454,4,1677165976645,1363,62,NULL,NULL
455,15,1677165976043,1318,50,NULL,NULL
456,15,1677165973608,160,25,NULL,NULL
457,15,1677165977640,1196,139,NULL,NULL
458,15,1677165982021,1104,449,NULL,NULL
459,15,1677165973608,160,25,NULL,NULL
460,15,1677165976043,1318,50,NULL,NULL
461,15,1677165983868,1281,64,NULL,NULL
462,15,1677165985814,1170,217,NULL,NULL
463,15,1677165987750,692,479,NULL,NULL
464,15,1677165997000,713,631,NULL,NULL
465,16,1677166122505,699,346,NULL,NULL
466,6,1677166174059,1425,40,NULL,NULL
467,4,1677166233407,1407,53,NULL,NULL
468,4,1677166231519,1407,53,NULL,NULL
469,4,1677166237150,1389,44,NULL,NULL
470,4,1677166235772,1389,44,NULL,NULL
471,6,1677166340184,516,126,NULL,NULL
472,6,1677166341440,516,126,NULL,NULL
473,6,1677166342696,647,153,NULL,NULL
474,4,1677166359158,1455,47,NULL,NULL
475,4,1677166360484,1455,47,NULL,NULL
476,6,1677166636192,541,136,NULL,NULL
477,6,1677166637336,620,123,NULL,NULL
478,6,1677166638775,765,130,NULL,NULL
479,6,1677166639753,949,132,NULL,NULL
480,6,1677166641329,1239,123,NULL,NULL
481,6,1677166642609,1425,56,NULL,NULL
482,18,1677166642152,884,31,NULL,NULL
483,18,1677166641143,1214,40,NULL,NULL
484,18,1677166642995,743,141,NULL,NULL
485,18,1677166652203,421,123,NULL,NULL
486,18,1677166656676,562,132,NULL,NULL
487,19,1677166743673,527,135,NULL,NULL
488,19,1677166745720,898,154,NULL,NULL
489,19,1677166746216,862,107,NULL,NULL
490,19,1677166746573,894,118,NULL,NULL
491,19,1677166748502,1074,135,NULL,NULL
492,19,1677166752223,552,148,NULL,NULL
493,19,1677166759855,539,140,NULL,NULL
494,19,1677166761415,391,138,NULL,NULL
495,6,1677166857829,1175,145,NULL,NULL
496,6,1677166858886,882,143,NULL,NULL
497,6,1677166860140,699,150,NULL,NULL
498,6,1677166860926,540,143,NULL,NULL
499,6,1677166866061,1416,62,NULL,NULL
500,6,1677166869101,1370,150,NULL,NULL
501,6,1677166869852,1412,57,NULL,NULL
502,6,1677166870644,1376,171,NULL,NULL
503,6,1677166871293,1237,66,NULL,NULL
504,23,1677167562597,1195,521,NULL,NULL
505,23,1677167565112,1551,50,NULL,NULL
506,23,1677167569446,991,146,NULL,NULL
507,23,1677167574455,1289,139,NULL,NULL
508,23,1677167578285,775,629,NULL,NULL
509,23,1677167579471,1125,626,NULL,NULL
510,23,1677167580208,1465,620,NULL,NULL
511,23,1677167581741,1536,60,NULL,NULL
512,23,1677167599093,708,135,NULL,NULL
513,23,1677167599917,817,635,NULL,NULL
514,23,1677167600677,1115,630,NULL,NULL
515,23,1677167601597,1120,625,NULL,NULL
516,23,1677167601230,840,615,NULL,NULL
517,23,1677167602062,460,598,NULL,NULL
518,23,1677167602361,501,619,NULL,NULL
519,23,1677167603337,1494,625,NULL,NULL
520,23,1677167602894,1537,627,NULL,NULL
521,23,1677167604858,458,869,NULL,NULL
522,23,1677167605295,714,868,NULL,NULL
523,23,1677167607870,462,611,NULL,NULL
524,23,1677167606540,877,140,NULL,NULL
525,23,1677167608170,853,635,NULL,NULL
526,23,1677167608432,1171,607,NULL,NULL
527,23,1677167608709,1470,617,NULL,NULL
528,23,1677167609278,1027,115,NULL,NULL
529,23,1677167620234,1277,135,NULL,NULL
530,23,1677167624480,546,152,NULL,NULL
531,23,1677167631960,1444,601,NULL,NULL
532,23,1677167632440,1405,615,NULL,NULL
533,23,1677167635734,1481,63,NULL,NULL
534,23,1677167638165,1382,144,NULL,NULL
535,23,1677167645513,1543,62,NULL,NULL
536,23,1677167648816,1449,47,NULL,NULL
537,23,1677167652129,1440,111,NULL,NULL
538,23,1677167653401,983,371,NULL,NULL
539,23,1677167665603,950,431,NULL,NULL
540,23,1677167671941,971,513,NULL,NULL
541,23,1677167675806,1478,54,NULL,NULL
542,23,1677167677670,1478,54,NULL,NULL
543,23,1677167760073,1489,44,NULL,NULL
544,23,1677167761364,1439,101,NULL,NULL
545,23,1677167764210,1494,45,NULL,NULL
546,23,1677167765297,1457,140,NULL,NULL
547,27,1677168621020,878,114,NULL,NULL
548,27,1677168618691,1110,141,NULL,NULL
549,27,1677168624362,673,121,NULL,NULL
550,27,1677168631811,513,138,NULL,NULL
551,27,1677168644654,640,393,NULL,NULL
552,27,1677168646433,1017,387,NULL,NULL
553,27,1677168646947,1017,387,NULL,NULL
554,27,1677168648603,960,272,NULL,NULL
555,27,1677168647325,1017,387,NULL,NULL
556,27,1677168648981,960,272,NULL,NULL
557,27,1677168649165,960,272,NULL,NULL
558,27,1677168650772,868,133,NULL,NULL
559,26,1677168912142,750,354,NULL,NULL
560,26,1677168917825,737,147,NULL,NULL
561,29,1677169783983,634,156,NULL,NULL
562,29,1677169784331,644,142,NULL,NULL
563,29,1677169787725,856,132,NULL,NULL
564,29,1677169788947,962,145,NULL,NULL
565,29,1677169790863,1232,151,NULL,NULL
566,29,1677169794043,527,132,NULL,NULL
567,29,1677169797698,716,140,NULL,NULL
568,29,1677169804684,476,882,NULL,NULL
569,29,1677169807373,1449,62,NULL,NULL
570,29,1677169809528,905,360,NULL,NULL
571,29,1677169808325,1441,103,NULL,NULL
572,29,1677169811018,879,414,NULL,NULL
573,29,1677169812230,895,503,NULL,NULL
574,29,1677169813506,1161,464,NULL,NULL
575,29,1677169814098,1027,463,NULL,NULL
576,29,1677169818811,891,672,NULL,NULL
577,29,1677169821021,964,410,NULL,NULL
578,29,1677169820520,963,433,NULL,NULL
579,29,1677169821525,943,371,NULL,NULL
580,29,1677169822668,1514,51,NULL,NULL
581,31,1677170145688,290,161,NULL,NULL
582,31,1677170150270,1348,55,NULL,NULL
583,31,1677170154038,1370,31,NULL,NULL
584,31,1677170152838,1234,606,NULL,NULL
585,31,1677170155070,502,131,NULL,NULL
586,31,1677170159214,871,145,NULL,NULL
587,31,1677170157750,695,144,NULL,NULL
588,31,1677170163246,1116,137,NULL,NULL
589,31,1677170164517,1232,45,NULL,NULL
590,31,1677170165894,1162,212,NULL,NULL
591,31,1677170167630,620,349,NULL,NULL
592,31,1677170173118,768,254,NULL,NULL
593,31,1677170172974,768,254,NULL,NULL
594,31,1677170173278,768,254,NULL,NULL
595,31,1677170174247,776,462,NULL,NULL
596,31,1677170175878,736,613,NULL,NULL
597,31,1677170178846,1029,143,NULL,NULL
598,31,1677170193070,371,139,NULL,NULL
599,31,1677170191863,256,301,NULL,NULL
600,31,1677170197382,502,129,NULL,NULL
601,3,1677150274281,1183,424,NULL,NULL
602,3,1677150276202,1212,553,NULL,NULL
603,3,1677150276841,363,113,NULL,NULL
604,32,1677171879738,1236,114,NULL,NULL
605,32,1677171878279,1318,49,NULL,NULL
606,32,1677171883866,745,374,NULL,NULL
607,32,1677171882378,908,463,NULL,NULL
608,32,1677171884446,759,419,NULL,NULL
609,32,1677171884867,782,456,NULL,NULL
610,32,1677171885409,756,518,NULL,NULL
611,32,1677171887451,756,517,NULL,NULL
612,32,1677171889216,586,514,NULL,NULL
613,32,1677171890017,783,577,NULL,NULL
614,32,1677171890934,828,505,NULL,NULL
615,3,1677150289833,175,134,NULL,NULL
616,32,1677171892281,779,568,NULL,NULL
617,32,1677171895427,802,667,NULL,NULL
618,32,1677171897041,770,464,NULL,NULL
619,3,1677150301786,552,144,NULL,NULL
620,3,1677150303138,880,131,NULL,NULL
621,3,1677150302761,699,140,NULL,NULL
622,3,1677150303642,1076,41,NULL,NULL
623,32,1677171903642,808,676,NULL,NULL
624,3,1677150305138,657,352,NULL,NULL
625,32,1677171907642,777,477,NULL,NULL
626,32,1677171909181,920,615,NULL,NULL
627,32,1677171910170,757,370,NULL,NULL
628,32,1677171910753,759,420,NULL,NULL
629,3,1677150309239,615,420,NULL,NULL
630,3,1677150311753,584,500,NULL,NULL
631,3,1677150315609,1213,38,NULL,NULL
632,3,1677150316753,1164,39,NULL,NULL
633,3,1677150318226,1121,54,NULL,NULL
634,3,1677150317697,1091,105,NULL,NULL
635,3,1677150318945,1115,132,NULL,NULL
636,32,1677171920106,1133,138,NULL,NULL
637,3,1677150320818,979,237,NULL,NULL
638,3,1677150321986,1112,227,NULL,NULL
639,3,1677150321273,1128,31,NULL,NULL
640,3,1677150322914,852,249,NULL,NULL
641,32,1677171924369,931,139,NULL,NULL
642,3,1677150325513,399,121,NULL,NULL
643,3,1677150325193,516,122,NULL,NULL
644,3,1677150324905,704,127,NULL,NULL
645,3,1677150327713,439,611,NULL,NULL
646,3,1677150328787,776,633,NULL,NULL
647,3,1677150325753,259,130,NULL,NULL
648,32,1677171928130,334,630,NULL,NULL
649,32,1677171929513,729,126,NULL,NULL
